"document_type","document_title","chapter","chapter_title","section","section_title","article_number","content","sub_items","level","chunk_id","char_count","is_semantic_chunk"
"法律法规","承蒙读者朋友厚爱，拙著《招标投标法律解读与风险防范实务》","第二章","招标阶段法律实务","第五节","招标文件","一","第二章
招标阶段法律实务
第五节
招标文件
本案中，业主的行为违反了诚实信用的原则。","None","1","招标投标法律解读与风险防范实务__白如银___Z-Library__260_semantic_39","20","True"
"法律法规","承蒙读者朋友厚爱，拙著《招标投标法律解读与风险防范实务》","第二章","招标阶段法律实务","第五节","招标文件","一","第二章
招标阶段法律实务
第五节
招标文件
向投标人提供全
面、真实、准确的招标项目情况是招标人的基本义务，招标人应承担
因所提供资料缺乏真实准确性给投标人造成的损失。招标文件是招标投标活动的“指挥棒”，是决定招标成败的关键文
件。《招标投标法实施条例》第二十二条规定，潜在投标人或者其他
利害关系人对招标文件有异议的，有权在投标截止时间10日前提出。招标人在对收到的异议作出答复前，应当暂停招标投标活动。也就是
说，如果潜在投标人认为招标文件违反公开、公平、公正和诚实信用
原则，违反相关法律法规的规定，存在排斥潜在投标人的情况的，可
以提出异议，此时招标人必须暂停招标活动并查实答复。另，根据
《招标投标法实施条例》第八十二条规定，如果依法必须招标项目的
招标文件违反法律规定，对中标结果造成实质性影响，且不能采取补
救措施予以纠正的，招标、投标、中标无效，应当依法重新招标或者
评标。也就是说，招标文件如果存在错漏之处，直接影响招标活动的
顺利进行，甚至可能导致招标失败、推倒重来。此外，招标文件内容不规范，招标文件范本不尽统一，语言含
糊、意思不明确或者有明显错误、遗漏甚至不符合法律规定，都可能
影响投标人准确理解招标文件内容。国际招标项目没有指定投标文件
采用的语言种类、翻译费用的承担以及如果存在两种语言应以何种语
言为准等问题，将加大招标工作难度，出现语言不通以及两种语言内
容不一致无法确定以何种语言为准而出现分歧与争议等问题，影响招
标效率和质量，也为后续合同签订与履行带来困难。如果招标投标活
动中各环节时间安排不合理，也会影响招标投标活动顺利开展。相关案例2-36 招标采购时间安排不当[30]
某设备采购项目，7月27日发标，售出招标文件3份，但只有A公司
一家投标。根据《招标投标法》规定重新组织招标。","None","1","招标投标法律解读与风险防范实务__白如银___Z-Library__260_semantic_40","743","True"
"法律法规","承蒙读者朋友厚爱，拙著《招标投标法律解读与风险防范实务》","第二章","招标阶段法律实务","第五节","招标文件","一","第二章
招标阶段法律实务
第五节
招标文件
第二次招标于8月
5日发标，又有六家公司购买招标文件，但除A公司外，其余厂家都表
示由于交货期距投标截止时间不足一个月，难以满足此要求，不能参
加投标。但是由于急需该设备，招标人只好与A公司直接签订合同，设
备价款高于市场价20%。另一技改项目，2005年4月就选定了施工和设
备的中标商，项目进入实施阶段。2006年2月，供货商提供的设备运抵
项目所在地，而此时土建工程还在进行，预计2006年年底才有望全面完
工，因此业主不得不另租仓库把设备束之高阁。上述案例都是因招标时间计划没有协调好，导致额外成本支出。前者是由于招标人安排招标时间太晚导致供货期比较紧张，只能压缩
招标至供货之间的时间，进而导致供应商无法满足招标要求而放弃投
标，只能与满足供货期要求的A公司定向采购。后者是由于没有统筹考
虑好各项进度要求造成项目成本增加，如仓库租用费、设备保管费以
及设备损坏的风险。有时候也存在土建已经完毕，但是设备、材料因
招标过于迟延而迟迟不能到达现场安装，直接影响项目进度。（三）依法合规编制招标文件的管理对策
招标文件质量的好坏，不仅影响招标工作质量，而且影响到合同
履行的效果。因此，招标人必须把好招标文件的质量关，应严格依据
法律法规和招标项目实际组织编制招标文件，确保内容合法、合规、
严谨、详尽，并准确反映招标项目实际需求。1.推进招标文件规范化、标准化建设
对于依法必须招标的工程建设项目，必须采用国家发展改革委等
部门编制的《标准施工招标文件》《标准施工招标资格预审文件》等
标准文件。对于其他招标项目，招标人可按照管理精益化要求，加强
招投标基础工作，制定、推行各类招标项目的招标文件范本。招标文
件范本应根据不同采购项目的特点分别设定投标人资格条件和合同文
本，分类别、分专业制定相对固定、科学的评标办法和评标标准，力
求条款完善、内容合法、格式规范、切合实际。","None","1","招标投标法律解读与风险防范实务__白如银___Z-Library__260_semantic_41","792","True"
"法律法规","承蒙读者朋友厚爱，拙著《招标投标法律解读与风险防范实务》","第二章","招标阶段法律实务","第五节","招标文件","一","第二章
招标阶段法律实务
第五节
招标文件
编制具体项目招标文
件时不能简单套用范本，而是要充分结合招标项目实际和特点，对专
业性强的采购项目可邀请专家咨询论证，必要时邀请潜在投标人论
证，确保招标文件既能通过使用范本实现规范化，也要有针对性地适
应招标项目的个体需求。2.坚持公平公正、无倾向性和无歧视准则编制招标文件
招标文件应注意按最基本的技术能力和业绩要求对投标人资格作
出规定。不得设置不合理的“技术壁垒”，不得以不合理的条件限制或
排斥潜在投标人，制定商务条件、技术规格和合同条款时不得对任何
潜在投标人实行歧视待遇，妨碍或者限制公平竞争。第一，招标文件设置的投标人资格条件应当具有针对性和必要
性。针对招标项目的实际需求制定招标文件，投标人资格条件应当是
实施招标项目必须具备的条件，尽量减少特殊条件要求。不得有针对
某一潜在的投标人或排斥某一潜在投标人的规定，不得量身定制投标
人资格条件（如必须在本地或本单位有业绩），招标文件中的必备内
容特别是其中的技术规格和投标人的资格条件，不得含有倾向性或者
排斥潜在投标人的内容，不得设定妨碍或者限制投标人之间公平竞争
的条件，否则影响招标行为的公正性，削弱投标的竞争程度，影响招
标质量。相关案例2-37 采购国外品牌产品的问题
某设备招标，招标人在招标文件中明确规定所采购的设备必须是
技术先进、性能好、质量保证，售后服务及时的进口产品或者国内合
资企业产品。许多国内生产厂商提出这些设备国内厂家就能生产，而
且质量能够保证，何必要采购国外品牌的产品。招标人答复是为了保
证整个项目的安全稳定运行，决定采用质量过硬的国外产品。另外，
还提出必须含有A公司三年以上的供货业绩。根据《招标投标法》第十八条第二款规定：“招标人不得以不合
理的条件限制或者排斥潜在投标人，不得对潜在投标人实行歧视待
遇。”本案例中招标文件明确规定采购进口产品或者合资企业产品，
显然违反上述规定。","None","1","招标投标法律解读与风险防范实务__白如银___Z-Library__260_semantic_42","796","True"
"法律法规","承蒙读者朋友厚爱，拙著《招标投标法律解读与风险防范实务》","第二章","招标阶段法律实务","第五节","招标文件","一","第二章
招标阶段法律实务
第五节
招标文件
即使是国际招标项目，也不能排除国内投标人而
只允许外国投标人投标。因此，招标文件不得指定或变相指定产品品
牌或供应商，也不得指明或变相指明采购进口产品。产品技术指标、
参数应当符合国家强制性标准，不得以某个品牌或某种产品的技术指
标、参数作为技术评标标准。另外，本案例招标文件中关于投标人业
绩条件的规定，并无特殊理由，这是对合格投标人的不合理限定，实
际已经限制了有资格投标的供应商甚至可能已指定厂家。第二，招标文件不得指定特定的厂家或产品。招标项目的技术规
格除有国家强制性标准外，一般应当采用国际或国内公认的标准，不
得要求或标明某一特定的生产厂家、承包商或注明某一特定的商标、
名称、专利及原产地等。技术规格或其他内容如确实无法准确描述
的，可以注明“相当于”或“同等品”等字样，禁止提及特定专利、商标、
型号、原产地或生产厂家，或者虽然没有指明特定的厂家或产品，但
暗含排斥潜在投标人的内容。如果代理商投标，则根据《工程建设项
目货物招标投标办法》第三十二条规定，一个制造商对同一品牌同一
型号的货物，仅能委托一个代理商参加投标，否则应作否决投标处
理。相关案例2-38 招标文件的倾向性
在一次服务器采购项目招标中，招标人已经在招标文件中列出技
术参数，又担心一些小品牌厂商参与投标，于是在招标文件的补充说
明中提出“采购××品牌××型号服务器”这一要求，引起了评标专
家的激烈争论，认为标书补充文件具有明显的倾向性，不符合规定。招标公司工作人员解释，补充文件中的表述只是打个比方，目的是作
为参考，并不具有倾向性。根据《招标投标法》第二十条规定，招标文件不得要求或者标明
特定的生产供应者以及含有倾向或者排斥潜在投标人的其他内容，而
本案例中的招标文件直接提出采用某某品牌设备，明显含有倾向性。","None","1","招标投标法律解读与风险防范实务__白如银___Z-Library__260_semantic_43","754","True"
"法律法规","承蒙读者朋友厚爱，拙著《招标投标法律解读与风险防范实务》","第二章","招标阶段法律实务","第五节","招标文件","一","第二章
招标阶段法律实务
第五节
招标文件
如果仅供参考，在招标文件中注明“供应商产品的主要技术参数和性
能应具有和××品牌××型号服务器一样的品质和功能”即可。但对于政府采购货物和服务招标项目而言，《政府采购货物和服
务招标投标管理办法》第三十一条规定：“采用最低评标价法的采购项
目，提供相同品牌产品的不同投标人参加同一合同项下投标的，以其
中通过资格审查、符合性审查且报价最低的参加评标。报价相同的，
由采购人或者采购人委托评标委员会按照招标文件规定的方式确定一
个参加评标的投标人，招标文件未规定的采取随机抽取方式确定，其
他投标无效。使用综合评分法的采购项目，提供相同品牌产品且通过
资格审查、符合性审查的不同投标人参加同一合同项下投标的，按一
家投标人计算，评审后得分最高的同品牌投标人获得中标人推荐资
格。评审得分相同的，由采购人或者采购人委托评标委员会按照招标
文件规定的方式确定一个投标人获得中标人推荐资格，招标文件未规
定的采取随机抽取方式确定，其他同品牌投标人不作为中标候选人。非单一产品采购项目，采购人应当根据采购项目技术构成、产品价格
比重等合理确定核心产品，并在招标文件中载明。多家投标人提供的
核心产品品牌相同的，按前两款规定处理。”
第三，为了规避招标文件中的倾向性问题，招标人应掌握相关产
品的技术参数构成和主要指标，必要时开展市场调研，针对档次相当
的同类工程、货物或服务，制定基本相同且必须满足的主要技术指
标。在招标文件中，当关键性指标确定以后，非关键性指标不宜确定
得过细，以免产生技术倾向（倾向于某制造商的技术标准）。对主流
产品的市场情况要跟踪了解，及时掌握最新动态。对某些专业性很
强、金额比较大、较为复杂的项目，在发出招标文件前，邀请应用性
和理论性兼具的该领域专家把关审定，排除倾向性指标。第四，对于招标文件中的歧视性条款，投标人可提出异议和投
诉。","None","1","招标投标法律解读与风险防范实务__白如银___Z-Library__260_semantic_44","779","True"
"法律法规","承蒙读者朋友厚爱，拙著《招标投标法律解读与风险防范实务》","第二章","招标阶段法律实务","第五节","招标文件","一","第二章
招标阶段法律实务
第五节
招标文件
实践中，招标人通过在招标文件中设置歧视性条款（主要是投标
资格条件），排斥潜在投标人，这些规定违反法律规定，自始无效，
投标人的投标不因达不到歧视性条款的要求而无效，评标委员会在评
标时也不应当将这样的条款作为评判的依据和标准。投标人一旦发现
歧视性条款，有权直接向招标人提出异议，要求招标人澄清和修改。若招标人拒绝修改或拒不采纳投标人的意见，投标人有权向有关行政
监督部门投诉要求处理。同时也要注意，在招标文件中提高投标人资
格条件以解决投标人过多的办法是合法可行的，并不构成排斥和限制
投标人，只要这种做法不是针对特定对象，目的不是恶意为限制或排
斥某一类潜在投标人，就是非歧视，公平、公正、合理的。第五，坚持以法律法规为基本遵循编制招标文件，坚决杜绝地方
保护政策的不利影响。","None","1","招标投标法律解读与风险防范实务__白如银___Z-Library__260_semantic_45","341","True"
"法律法规","承蒙读者朋友厚爱，拙著《招标投标法律解读与风险防范实务》","第二章","招标阶段法律实务","第五节","招标文件","一","第二章
招标阶段法律实务
第五节
招标文件
我国实行社会主义市场经济，必须在全国范围
内建立起统一、开放、竞争、有序的大市场。","None","1","招标投标法律解读与风险防范实务__白如银___Z-Library__260_semantic_46","41","True"
"法律法规","承蒙读者朋友厚爱，拙著《招标投标法律解读与风险防范实务》","第二章","招标阶段法律实务","第五节","招标文件","一","第二章
招标阶段法律实务
第五节
招标文件
招标人在当地实施招标
活动，在严格执行国家的有关法律法规和政策规定，依法规范实施招
标活动的同时，也要积极采取措施努力减少地方保护政策的不利影
响，依法合规开展招标投标活动，创造公开、公平、公正的招标投标
环境。一是贯彻落实市场监管总局、国家发展改革委、财政部、商务
部、司法部发布的《公平竞争审查制度实施细则）（国市监反垄规
〔2021〕2号），依法制定设置投标人资格条件，做到以下几点：
（1）不得设置不合理和歧视性的准入和退出条件。","None","1","招标投标法律解读与风险防范实务__白如银___Z-Library__260_semantic_47","219","True"
"法律法规","承蒙读者朋友厚爱，拙著《招标投标法律解读与风险防范实务》","第二章","招标阶段法律实务","第五节","招标文件","一","第二章
招标阶段法律实务
第五节
招标文件
（2）未经公平竞
争不得授予经营者特许经营权。（3）不得限定经营、购买、使用特定
经营者提供的商品和服务。（4）不得设置没有法律、行政法规或者国
务院规定依据的审批或者具有行政审批性质的事前备案程序。（5）不
得对市场准入负面清单以外的行业、领域、业务等设置审批程序，主
要指没有法律、行政法规或者国务院规定依据，采取禁止进入、限制
市场主体资质、限制股权比例、限制经营范围和商业模式等方式，限
制或者变相限制市场准入。（6）不得对外地和进口商品、服务实行歧
视性价格和歧视性补贴政策。（7）不得限制外地和进口商品、服务进
入本地市场或者阻碍本地商品运出、服务输出。（8）不得排斥或者限
制外地经营者参加本地招标投标活动（包括但不限于：不依法及时、
有效、完整地发布招标信息。直接规定外地经营者不能参与本地特定
的招标投标活动。对外地经营者设定歧视性的资质资格要求或者评标
评审标准。将经营者在本地区的业绩、所获得的奖项荣誉作为投标条
件、加分条件、中标条件或者用于评价企业信用等级，限制或者变相
限制外地经营者参加本地招标投标活动。没有法律、行政法规或者国
务院规定依据，要求经营者在本地注册设立分支机构，在本地拥有一
定办公面积，在本地缴纳社会保险等，限制或者变相限制外地经营者
参加本地招标投标活动。通过设定与招标项目的具体特点和实际需要
不相适应或者与合同履行无关的资格、技术和商务条件，限制或者变
相限制外地经营者参加本地招标投标活动）。（9）不得排斥、限制或
者强制外地经营者在本地投资或者设立分支机构。（10）不得对外地
经营者在本地的投资或者设立的分支机构实行歧视性待遇。","None","1","招标投标法律解读与风险防范实务__白如银___Z-Library__260_semantic_48","694","True"
"法律法规","承蒙读者朋友厚爱，拙著《招标投标法律解读与风险防范实务》","第二章","招标阶段法律实务","第五节","招标文件","一","第二章
招标阶段法律实务
第五节
招标文件
二是对涉及招标采购方面的地方政策规定，认真审视其“设定”的
依据、目的和要求等，充分考虑该政策的公平合理性和公开透明度，
对各种未经公开发布的地方政策规定，坚持不得作为评标依据，杜绝
盲目执行地方保护政策倾向保护地方供应商利益的不规范、不公平行
为而侵犯招标人自身的正当权益，或被投标人质疑其公平、公正性而
引起的侵权法律风险。三是依法广泛对外公开发布招标采购信息，扩大发布媒体的受众
范围，不得有意隐瞒或封锁招标采购信息，最大限度地广泛吸引各地
供应商参加投标，防止当地供应商“围标”或排斥外地供应商投标的不
当行为发生。四是对于本地企业联手串通投标、保护和垄断当地市场的非法行
为，要申请招标监管部门严厉打击，消除不利影响，净化招标投标竞
争秩序，促进诚信机制建设，推进招标投标活动依法合规开展。3.切合项目实际需求，有针对性地编制招标文件
第一，招标文件的编制必须以项目为依托，符合招标项目的特点
和需要，全面反映项目实际需求，不符合项目特点和需要的内容不应
纳入招标文件。第二，确保招标文件条款内容完整规范，可操作性强。招标文件
的内容大致可分为四类：一是编写和提交投标文件的规定，载入这些
内容的目的是尽量减少投标人由于不明确如何编写投标文件而处于不
利地位或其投标遭到拒绝的可能性。二是投标文件的评审标准和方
法，这是为了提高招标过程的透明度和公平性。三是合同条件，主要
是商务性条款，有利于投标人了解中标后签订的合同的主要内容，明
确双方各自的权利和义务。","None","1","招标投标法律解读与风险防范实务__白如银___Z-Library__260_semantic_49","635","True"
"法律法规","承蒙读者朋友厚爱，拙著《招标投标法律解读与风险防范实务》","第二章","招标阶段法律实务","第五节","招标文件","一","第二章
招标阶段法律实务
第五节
招标文件
四是技术要求[31]。","None","1","招标投标法律解读与风险防范实务__白如银___Z-Library__260_semantic_50","11","True"
"法律法规","承蒙读者朋友厚爱，拙著《招标投标法律解读与风险防范实务》","第二章","招标阶段法律实务","第五节","招标文件","一","第二章
招标阶段法律实务
第五节
招标文件
招标文件应写明招标人对投标人的所有实质性条件和要求，包括
招标项目的内容和技术要求，对投标人的资格条件要求、资格审查标
准和投标报价格式，招标文件和投标文件的澄清程序，对投标文件的
内容和格式要求，投标保证金，投标的程序、投标截止日期、投标有
效期，开标时间、地点，投标文件的修改与撤回的规定，评标标准、
方法以及合同条款等，必须一一详细说明，以构成竞争性招标的基
础。相关案例2-39 经销商的投标资格应否限制
某招标公司受托招标采购一批传真机。供应商H在看到招标公告后
购买了招标文件，经过精心准备后于投标截止时间前递交了投标文
件，然而却被招标人以不允许经销商投标为由拒绝了，供应商H提出招
标文件中并没有规定只允许生产厂家投标。根据项目需要，招标人可以决定是否允许经销商、代理商投标，
但应事先在招标文件中载明，明确告知潜在投标人。如果在招标文件
中并没有对经销商、代理商参与投标进行限制，根据“法无禁止即自
由”的原则，经销商有权决定是否参与投标，任何人都无权干涉或限
制。因此，本案例中供应商H有权参加投标。第三，招标文件商务部分应公布评标办法、评标标准以及否决投
标认定标准和方法。实践中，评标方法大多采用综合评分法，需要事先至少确定综合
评分的主要评价因素及其比重或权值。评标标准是专家评审的主要依
据，也是确定中标人的重要标准，因此评标标准必须公开、科学、合
理。首先，制定评分标准时，应通过市场调研、专家论证，只要能反
映招标项目实际需求，体现投标人优势和特点的都应确定为评分因
素。采用综合评分法时，主要因素包括价格、技术、财务状况、信
誉、业绩、服务以及对招标文件的响应程度等，根据招标项目类型不
同而各有侧重，如服务类项目就将企业的物质装备、人员状况、业绩
作为重要评分因素。尽可能细化评分因素，便于专家评审，也可以将
评标专家的自由裁量权限定在合理范围内。其次，将评标总权重分配到各个评分因素上。","None","1","招标投标法律解读与风险防范实务__白如银___Z-Library__260_semantic_51","812","True"
"法律法规","承蒙读者朋友厚爱，拙著《招标投标法律解读与风险防范实务》","第二章","招标阶段法律实务","第五节","招标文件","一","第二章
招标阶段法律实务
第五节
招标文件
权重分配最能反映
出招标人的采购意向和偏好，将所有评分因素按重要性进行排序，一
般将主要技术性能、质量、安全措施等对招标项目有重大影响的因素
作为主要评分因素，其权重应该高些，反之作为非重要评分因素，减
少得分权重。最后，制定评分细则，明确规定各评标因素的得分值，如业绩因
素应以一定期间内的实际销售额或合同件数的多少规定相应的得分，
而不宜采用“好、一般、较差”等难以客观衡量的主观概念。对技术方
案、现场答辩等无法描述或不易客观量化、细化的评分因素，应设定
其最低得分值或评分区间，不宜采用“酌情评分”等含糊概念，将评委
的自由裁量权控制在最小范围内。对不同评分因素的得分值应进行横
向比较，对不合理的进行适当调整或者对评分因素的权重进行重新分
配，保证各评分因素的分值相对合理。相关案例2-40 对“供应商的相关业绩较好”的理解
某设备采购定标结果出来之后，没有胜出的供应商A质疑招标文件
评标标准之一“供应商的相关业绩较好”条款具有明显的歧视性和排
他性。A对招标代理机构的质疑答复不满，又向当地政府监管部门投诉
招标代理机构，当地监管部门对A的投诉理由予以支持。招标投标活动应遵循公开透明、公平竞争的原则，招标文件中规
定的“供应商的相关业绩较好”在量化指标上存在不足，难以衡量和
评价，使得在招标工作中失去公平竞争的前提条件，如不当采用这样
的评标标准，某些潜在的符合条件的供应商将可能被排斥在外。因
此，招标文件中的评标标准应当明确具体、无歧义，并对任一投标人
都是公平、透明的。第四，招标文件中必须具备详尽的合同条件。一旦招标人对投标
人的投标作出承诺，招标人和中标人就应当按照招标文件文件和投标
文件承诺订立书面合同，不允许招标人再与投标人进行实质性谈判。","None","1","招标投标法律解读与风险防范实务__白如银___Z-Library__260_semantic_52","737","True"
"法律法规","承蒙读者朋友厚爱，拙著《招标投标法律解读与风险防范实务》","第二章","招标阶段法律实务","第五节","招标文件","一","第二章
招标阶段法律实务
第五节
招标文件
合同文本内容要详尽，必须达到一旦定标无须再谈判就可立即依据此
合同条件与对方签订合同的标准（当然允许双方就个别细小的操作性
条款进行补充，如合同联系人、账号等），以防范合同条件不完备，
定标以后在签约阶段再进行谈判甚至不得不改变实质性内容重新商
谈、起草合同或者谈判失败、签约不能的风险。第五，应合理安排招标投标活动各个环节的时间，否则也将影响
招标项目的有序进行。同时，在招标采购中，要因地制宜，加强招标
投标工作的计划性，根据不同项目背景及实际需求，按工程项目进度
科学统筹，合理改进采购计划，既要提早做好招标项目计划的申报、
审批及下达，给予招标充裕的时间，也要合理安排各合同标包的招标
投标时间和顺序，从而择优选定供应商，有效降低招标风险和项目成
本。相关案例2-41 改进铁塔电缆采购方式
某市城网改造项目，建设期三年，需要大量变压器等设备，其价
格总体上呈下降趋势，为此业主单位决定在不影响工期的前提下按照
工程项目需要分阶段招标，而不是一次性集中招标或减少招标次数招
标，提前购置全部设备并部分闲置，这样节省了大量工程投资。另
外，输电线路施工项目使用的铁塔、电缆，受钢铁价格波动的影响，
各个阶段价格差距很大。为了控制造价，降低钢铁价格波动影响，改
进招标采购技术，即通过招标方式选择供应商，由该供应商在一定时
期内以固定价格提供铁塔、电缆，减少了风险。上述做法很好地规避了招标合同价格受市场价格波动影响带来的
风险。招标人要考虑市场供求情况以及价格变动趋势，视情况集中或
分批招标。此外，国际招标与国内招标项目有许多不尽相同之处，我们应注
意这一点，对国际招标项目的招标文件应作出不同于国内招标项目的
特别规定。","None","1","招标投标法律解读与风险防范实务__白如银___Z-Library__260_semantic_53","715","True"
"法律法规","承蒙读者朋友厚爱，拙著《招标投标法律解读与风险防范实务》","第二章","招标阶段法律实务","第五节","招标文件","一","第二章
招标阶段法律实务
第五节
招标文件
一般情况下，必须在招标文件中指定投标文件采用的语言
种类、翻译费用的承担以及如果存在两种语言应以何种语言为准，注
意列明投标价格的币种以及不同币种间的汇率确定时间标准和兑换办
法，减少招标障碍和项目风险。还有招标文件中有时规定如未提交财
务报表就否决投标，这样的规定不符合国际惯例，一般国际招标都不
要求提供财务报表，因此我们的招标文件应当尊重国际惯例，如未提
供财务报表是不能否决投标的。4.依法严格设置否决投标条款，内容公开透明
公开性是设定否决投标条款的首要规则。否决投标条件和标准，
都应在招标文件中详细列明，作为招标文件必备内容，便于投标人对
照参考，也作为评标委员会评审的依据。招投标法律法规规定的关于
否决投标的法定情形条款，招标人和投标人都应遵守，一般应载入招
标文件，可以起到提醒投标人的作用。《招标投标法实施条例》第五十一条规定了否决投标的主要情
形：“有下列情形之一的，评标委员会应当否决其投标：（一）投标文
件未经投标单位盖章和单位负责人签字。（二）投标联合体没有提交
共同投标协议。（三）投标人不符合国家或者招标文件规定的资格条
件。（四）同一投标人提交两个以上不同的投标文件或者投标报价，
但招标文件要求提交备选投标的除外。（五）投标报价低于成本或者
高于招标文件设定的最高投标限价。（六）投标文件没有对招标文件
的实质性要求和条件作出响应。（七）投标人有串通投标、弄虚作
假、行贿等违法行为。”其中上述第（五）项、第（六）项情形均需要
在招标文件中具体约定，并明确标注，以免任意扩大或发生争议。部
门规章对否决投标的情形另有具体规定。在招标文件中应明确标明什
么是“实质性要求”、什么是“重大偏差”，以警示投标人提高投标文件质
量，也可以为评标委员会认定投标有效与否提供具体评判标准。","None","1","招标投标法律解读与风险防范实务__白如银___Z-Library__260_semantic_54","757","True"
"法律法规","承蒙读者朋友厚爱，拙著《招标投标法律解读与风险防范实务》","第二章","招标阶段法律实务","第五节","招标文件","一","第二章
招标阶段法律实务
第五节
招标文件
法律也允许在不违反法律法规强制性规定的前提下，在招标文件
中自行规定可以否决投标的约定情形（称“约定否决投标条款”），弥
补法律空白。招标人在设定投标人资格条件时要注意与招标项目相匹
配，不能随意拔高资格条件，不能搞差别待遇和地域、行业歧视。除
《招标投标法实施条例》《评标委员会和评标方法暂行规定》和其他
部门规章规定的“重大偏差”外，应慎重增加约定否决投标条款，在兼
顾法律效力的基础上注意“合理性”，尽量降低投标难度，避免与一些
真正有竞争力的投标人失之交臂，再者对投标文件过于苛求，也有排
斥和歧视潜在投标人的嫌疑，是与《招标投标法》的立法目的相悖
的。招标文件中可以规定的约定否决投标条款常见情形包括：（1）投
标报价高于期望值（或最高限价）的。","None","1","招标投标法律解读与风险防范实务__白如银___Z-Library__260_semantic_55","328","True"
"法律法规","承蒙读者朋友厚爱，拙著《招标投标法律解读与风险防范实务》","第二章","招标阶段法律实务","第五节","招标文件","一","第二章
招标阶段法律实务
第五节
招标文件
（2）曾有过行贿、串标等不良
行为记录的。","None","1","招标投标法律解读与风险防范实务__白如银___Z-Library__260_semantic_56","21","True"
"法律法规","承蒙读者朋友厚爱，拙著《招标投标法律解读与风险防范实务》","第二章","招标阶段法律实务","第五节","招标文件","一","第二章
招标阶段法律实务
第五节
招标文件
（3）主要技术参数不符合招标文件要求的。如果
设置约定否决投标条款的，必须在招标文件中明确规定，没有规定的
不得作为评标依据。5.按照完整、规范、严谨、准确的要求编制招标文件
第一，确保招标文件的语言表述准确、用词精确，使用的术语要
有明确的解释，条款理解不应该有弹性、不得有歧义，这样有利于投
标人正确理解、作出更符合招标人要求的响应，同时也可有效防范投
标人利用招标文件的错漏采取策略给招标人带来的风险，避免因对招
标文件理解不一致而发生争议和纠纷。第二，确保招标文件既要条款完备，也要整体结构完整、内容协
调一致。招标文件所包括的投标须知、合同条件、技术条款、投标文
件格式等部分内容虽相对独立、各有侧重，但相互之间又存在着必然
联系，必须保持在整个招标文件中对同一对象的称谓、同一问题的描
述说法一致，才能保证招标文件形成一个协调一致的有机整体。实践
中，技术部分一般委托设计单位分专业编制，商务部分由招标人或招
标代理机构编制，文字表述难免出现差异，必须做好统稿工作，防止
出现矛盾或遗漏。第三，确保招标文件内容与招标公告、资格预审文件的一致性。招标文件是对招标公告、资格预审文件内容予以细化和延伸，二者内
容应当前后一致，招标人不得在招标文件中随意更改招标公告、资格
预审文件中已有明确规定的内容。实践中，由于修改或笔误等原因导
致招标公告、资格预审文件和招标文件的规定不一致，应当按照“后者
优先”原则处理，以招标文件内容为准。为避免这种情况，可考虑在招
标文件的投标人资格条件表述中，以“详见招标公告”等方式，指引至
招标公告中，以确保一致性。相关案例2-42 在招标文件中修改招标公告内容
某房屋建筑工程招标项目，招标人实行资格后审。该项目招标公
告中要求投标人具有二级及以上建筑施工企业资质。","None","1","招标投标法律解读与风险防范实务__白如银___Z-Library__260_semantic_57","756","True"
"法律法规","承蒙读者朋友厚爱，拙著《招标投标法律解读与风险防范实务》","第二章","招标阶段法律实务","第五节","招标文件","一","第二章
招标阶段法律实务
第五节
招标文件
随后，招标人发
现潜在投标人过多，遂在招标文件中要求投标人必须是一级建筑施工
企业，因此引起一些二级资质的施工企业的投诉。后经有关部门调查
处理，要求招标人必须按招标公告内容修改招标文件。投标人资格条件是招标文件的核心内容之一，在招标公告中已经
明确规定的投标人资格等实质性内容，不得随意更改。6.建立招标文件集体会审制度
招标文件起草后应邀请技术、商务、法律等方面专家审查、论
证，提高招标文件质量。论证的重点：
一是合法性论证，主要论证招标文件是否与相关法律法规相抵
触，设定的投标人资格条件是否合适妥当、是否存在歧视性或差别待
遇条款，是否存在指定厂家或品牌问题，投标、开标、评标和定标办
法是否合规。二是合规性论证，主要论证招标文件的内容和格式是否符合规范
性的要求，招标文件是否标明实质性要求和条件，招标文件规定的各
项技术标准是否符合国家强制性标准，招标文件是否规定了澄清或修
改的截止时间，招标程序安排是否符合规定，等等。三是合理性论证，主要论证招标文件的具体条款是否合理，评标
方法和标准是否恰当，投标保证金是否合适，售后服务、合同条款是
否合理，招标人和中标人之间的权利义务是否对等，等等。相关案例2-43 指出下列招标文件条款中的错误之处
……
（三）投标文件质量
A.投标单位可用墨水笔或圆珠笔填写投标单价、合价、总价。B.投标文件若有涂改，应由投标文件编制人签字证明。C.投标总价与工程量清单的总价不符时以工程量清单的总价为准。","None","1","招标投标法律解读与风险防范实务__白如银___Z-Library__260_semantic_58","626","True"
"法律法规","承蒙读者朋友厚爱，拙著《招标投标法律解读与风险防范实务》","第二章","招标阶段法律实务","第五节","招标文件","一","第二章
招标阶段法律实务
第五节
招标文件
用数字表示的数额与用中文文字表示的数额不一致时，以数字数额为
准。","None","1","招标投标法律解读与风险防范实务__白如银___Z-Library__260_semantic_59","33","True"
